Year,Type,Subtype,Name,Country,Location
2008,Extreme temperature ,Cold wave,,Romania,"Alba, Arad, Bihor, Bistrita-nasaud, Brasov, Bucuresti, Caras-severin, Cluj, Constanta, Covasna, Harghita, Hunedoara, Maramures, Mures, Salaj, Satu Mare, Sibiu, Timis provinces"
2009,Extreme temperature ,Cold wave,,Romania,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces"
2010,Extreme temperature ,Cold wave,,Romania,"Bucuresti, Alba, Arges, Bacau, Bistrita-nasaud, Satu Mare, Prahova, Botosani provinces"
2012,Extreme temperature ,Cold wave,,Romania,"Tulcea, Botosani, Neamt, Olt, Constanta, Sibiu, Vrancea, Teleorman, Calarasi, Braila, Galati, Giurgiu, Buzau, Ialomita provinces"
2014,Extreme temperature ,Cold wave,,Romania,Bucarest province
2018,Extreme temperature ,Cold wave,,Romania,
1994,Extreme temperature ,Heat wave,,Romania,
1996,Extreme temperature ,Heat wave,,Romania,
1998,Extreme temperature ,Heat wave,,Romania,
2000,Extreme temperature ,Heat wave,,Romania,"Bucuresti, Dolj provinces"
2004,Extreme temperature ,Heat wave,,Romania,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces"
2005,Extreme temperature ,Heat wave,,Romania,Bucuresti province
2006,Extreme temperature ,Heat wave,,Romania,"Bucarest, Galati, Mehedinti provinces"
2007,Extreme temperature ,Heat wave,,Romania,"Caras-severin, Dolj, Olt, Teleorman, Giurgiu, Bucuresti, Iasi provinces"
2005,Extreme temperature ,Severe winter conditions,,Romania,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces"
1993,Extreme temperature ,Cold wave,,Russian Federation (the),Moscow
1994,Extreme temperature ,Cold wave,,Russian Federation (the),Moscou
1995,Extreme temperature ,Cold wave,,Russian Federation (the),Moscou
1997,Extreme temperature ,Cold wave,,Russian Federation (the),Moscow
1998,Extreme temperature ,Cold wave,,Russian Federation (the),Kazakstan border
1999,Extreme temperature ,Cold wave,,Russian Federation (the),"Kamchatkam, Magadam, Stukotka"
1999,Extreme temperature ,Cold wave,,Russian Federation (the),Moscou
2000,Extreme temperature ,Cold wave,,Russian Federation (the),Moskva province
2000,Extreme temperature ,Cold wave,,Russian Federation (the),"Bashkortostan Rep., Chuvashiya Rep., Kirovskaya Oblast, Komi-permyatskiy Okrug, Mariy-el Rep., Mordoviya Rep., Nizhegorodskaya Oblast, Penzenskaya Oblast, Permskaya Oblast, Samarskaya Oblast, Tatarstan Rep., Udmurtiya Rep., Ulyanovskaya Oblast provinces (Volga Region), Chechnya Rep., Dagestan Rep., Ingushetiya Rep., Kabardino-balkariya Rep., Karatchayevo-cherkesiya Rep., Severnaya Osetiya-alaniya Rep provinces (North Caucasus region), Moskva, Moskovskaya Oblast, Belgorodskaya Oblast, Bryanskaya Oblast, Ivanovskaya Oblast, Kaluzhskaya Oblast, Kostromskaya Oblast, Kurskaya Oblast, Lipetskaya Oblast, Orlovskaya Oblast, Ryanzanskaya Oblast, Smolenskaya Oblast, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Vladimirskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces (Central region)"
2000,Extreme temperature ,Cold wave,,Russian Federation (the),"Moskva, Moskovskaya Oblast provinces"
2001,Extreme temperature ,Cold wave,,Russian Federation (the),"Bratsk, Oust-Ilimsk, Tayshet, Irkutsk cities (Irkutskaya Oblast province), Novosibirsk city (Novosibirskaya Oblast province), Poligus city (Evenkiyskiy Okrug province) "
2001,Extreme temperature ,Cold wave,,Russian Federation (the),"Moskva, Moskovskaya Oblast provinces, Saint-Petersbourg city (Sankt-peterburg, Leningradskaya Oblast provinces)"
2002,Extreme temperature ,Cold wave,,Russian Federation (the),Moskva province
2010,Extreme temperature ,Cold wave,,Russian Federation (the),"Moskva, Moskovskaya Oblast, Sankt-peterburg, Leningradskaya Oblast, Orlovskaya Oblast, Chuvashiya Rep. provinces"
2010,Extreme temperature ,Cold wave,,Russian Federation (the),Moskva province
2012,Extreme temperature ,Cold wave,,Russian Federation (the),"Moskva, Moskovskaya Oblast, Sakha Rep. provinces"
2012,Extreme temperature ,Cold wave,,Russian Federation (the),"Khabarovsk city (Khabarovskiy Kray province), Krasnoyarsk city (Krasnoyarskiy Kray province), Moskva, Moskovskaya Oblast provinces"
1995,Extreme temperature ,Heat wave,,Russian Federation (the),Moscou
2001,Extreme temperature ,Heat wave,,Russian Federation (the),"Moskva, Moskovskaya Oblast provinces"
2010,Extreme temperature ,Heat wave,,Russian Federation (the),"Moska, Moskovskaya Oblast, Volgogradskaya Oblast, Lipetskaya Oblast, Voronezhskaya Oblast provinces"
2005,Extreme temperature ,Severe winter conditions,,Russian Federation (the),"Moskva, Moskovskaya Oblast, Sankt-peterburg, Leningradskaya Oblast, Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug, Magadanskaya Oblast, Volgogradskaya Oblast provinces "
2010,Extreme temperature ,Cold wave,,Serbia,"Zacejar city (Zajecarski province), Valjevo city (Kolubarski province)"
2010,Extreme temperature ,Cold wave,,Serbia,Krusevac city (Rasinski province)
2012,Extreme temperature ,Cold wave,,Serbia,"Sjenica, Nova Varos, Bajna Basta, Prijepolje, Priboj cities (Zlatiborski province), Kraljevo, Novi Pazar, Tutin cities (Raski province), Valjevo, Osecina cities (Kolubarski province), Ivanjica, Gornji Milanoviac, Lucani cities (Moravicki province), Prokuplje, Kursumlija cities (Toplicki province), Zagubica city (Branicevski province), Trgoviste, Surdulica, Vladicin Han, Bosilegrad, Vranje cities (Pcinjski province), Crna Trava, Medvela, Lebane, Vlasotince cities (Jablanicki province), Boljevac city (Zajecarski province) "
2012,Extreme temperature ,Cold wave,,Serbia,"Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces"
2007,Extreme temperature ,Heat wave,,Serbia,"Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces"
2009,Extreme temperature ,Severe winter conditions,,Serbia,"Belgrade city (Grad Beograd province), Novi Sad city (Juzno-backi province)"
2012,Extreme temperature ,Severe winter conditions,,Serbia,"Istog, Peja, Gjakova, Klina cities (Pecki province), Kamenica city (Nisavski province), Dragash, Rahovec, Prizren, Malisheva, Suhareka cities (Prizremski province), Skenderaj, Vushtrri, Mitrovica, Leposavic, Zubin Potok, Zvecan cities (Kosovsko-mitrovatski province), Novo Brde, Podujeva, Prishtina, Kacanik, Obiliq, Shtime, Strpce cities (Kosovski province), Vitina city (Kosovsko-pomoravski province), Gracanica city (Macvanski province)"
2014,Extreme temperature ,Severe winter conditions,,Serbia,"Backa Topola city (Severno-backi province), Zrenjanin city (Srednje-banatski province), Kikinda city (Severno-banatski province), Juzno-backi province"
2017,Extreme temperature ,Severe winter conditions,,Serbia,Belgrade
2000,Extreme temperature ,Heat wave,,Serbia Montenegro,"Subotica city (Severno-backi province), Belgrade city (Grad Beograd province), Leskovac city (Jablanicki province) (Serbia)"
2005,Extreme temperature ,Severe winter conditions,,Serbia Montenegro,"Andrijevica, Berane, Bijelo Polje, Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Plav, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Rozaj, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces (Serbia & Montenegro)"
2010,Extreme temperature ,Cold wave,,Slovakia,"Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces"
2012,Extreme temperature ,Cold wave,,Slovakia,"Sunava city (Poprad district, Presov province)"
2003,Extreme temperature ,Heat wave,,Slovakia,"Banka Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces"
2007,Extreme temperature ,Heat wave,,Slovakia,"Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces"
2005,Extreme temperature ,Severe winter conditions,,Slovakia,"Bratislava, Nitra, Trnava provinces"
2003,Extreme temperature ,Heat wave,,Slovenia,"Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Notranjsko-kraska, Obalno-kraska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zavaska provinces"
2014,Extreme temperature ,Severe winter conditions,,Slovenia,Notranjsko-kraska province
1996,Extreme temperature ,Cold wave,,South Africa,Kwazulu Natal
2007,Extreme temperature ,Cold wave,,South Africa,"Gauteng, Eastern Cape provinces"
2016,Extreme temperature ,Heat wave,,South Africa,Ngaka Modiri Molema (North West province)
1971,Extreme temperature ,Cold wave,,Spain,
1985,Extreme temperature ,Cold wave,,Spain,
1995,Extreme temperature ,Cold wave,,Spain,Rioja
1995,Extreme temperature ,Heat wave,,Spain,Andalusia
2003,Extreme temperature ,Heat wave,,Spain,Andaloucia province
2004,Extreme temperature ,Heat wave,,Spain,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces"
2006,Extreme temperature ,Heat wave,,Spain,"Cataluña/Catalunya, Comunitat Valenciana provinces"
2018,Extreme temperature ,Heat wave,,Spain,
2019,Extreme temperature ,Heat wave,,Spain,"Cordoba, Valladolid"
2005,Extreme temperature ,Severe winter conditions,,Spain,"Aragón, Cataluña/Catalunya, Comunidad Foral de Navarra, Comunitat Valenciana, La Rioja, País Vasco/Euskadi, Región de Murcia provinces"
2015,Extreme temperature ,Heat wave,,Sudan (the),Wadi Halfa district (Northern province)
2005,Extreme temperature ,Severe winter conditions,,Sweden,"Blekinge Laen, Gotlands Laen, Hallands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces"
2001,Extreme temperature ,Cold wave,,Switzerland,"Jungfraujoch (Bern province), Zurich province"
2010,Extreme temperature ,Cold wave,,Switzerland,Geneve province
2012,Extreme temperature ,Cold wave,,Switzerland,"Graubunden, Neuchatel provinces"
2012,Extreme temperature ,Cold wave,,Switzerland,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces"
2003,Extreme temperature ,Heat wave,,Switzerland,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces"
2005,Extreme temperature ,Severe winter conditions,,Switzerland,"Graubunden, Ticino, Valais provinces"
2016,Extreme temperature ,Cold wave,,Taiwan (Province of China),"Taipei, Taoyuan, Kaohsiung, Yangmingshan, the Matsu Islands, Kinmen, Miaoli County "
2008,Extreme temperature ,Severe winter conditions,,Tajikistan,Khatlon province
2012,Extreme temperature ,Severe winter conditions,,Tajikistan,"Khatlon, Sogd, Tadzhikistan Territories provinces"
2013,Extreme temperature ,Severe winter conditions,,Tajikistan,"Alichur, Bulunkul, Karakul, Rangkul, Tokhtamish, Kuhnakurgan, Modiyon, Chechtube, Chichekdeh, Shaimok, Bashgunbez villages (Murgabskiy district, Badakhshoni Kuni province)"
2014,Extreme temperature ,Cold wave,,Thailand,"Loei, Tak, Nan, Chiang Mai, Nakhon Phanom, Nong Bua Lamphu provinces "
2016,Extreme temperature ,Cold wave,,Thailand,"Chai Nat Province, Bangkok, Chiang Rai, Phetchabum"
1987,Extreme temperature ,Cold wave,,Turkey,Istanbul
2001,Extreme temperature ,Cold wave,,Turkey,"Uskudar, Bayrampasa distrcits (Istanbul province), Kirklareli, Cannakale provinces"
2004,Extreme temperature ,Cold wave,,Turkey,"Aragpir city (Malatya province), Istanbul, Ankara, Kayseri, Izmir, Bursa, Erzurum provinces"
2000,Extreme temperature ,Heat wave,,Turkey,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces"
2007,Extreme temperature ,Heat wave,,Turkey,"Burdur, Sinop provinces"
1994,Extreme temperature ,Severe winter conditions,,Turkey,Eastern and North-East
2005,Extreme temperature ,Severe winter conditions,,Turkey,"Agri, Istanbul, Ankara provinces"
2000,Extreme temperature ,Cold wave,,Ukraine,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces"
2008,Extreme temperature ,Cold wave,,Ukraine,Khersons'ka province
2009,Extreme temperature ,Cold wave,,Ukraine,"Dones'tka, Krym provinces"
2012,Extreme temperature ,Cold wave,,Ukraine,"Luhans'ka, Kyyivs'ka provinces"
2012,Extreme temperature ,Cold wave,,Ukraine,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces"
2016,Extreme temperature ,Cold wave,,Ukraine,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-frankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka"
2005,Extreme temperature ,Severe winter conditions,,Ukraine,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-rankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka provinces"
2017,Extreme temperature ,Severe winter conditions,,Ukraine,Eastern Ukraine
1991,Extreme temperature ,Cold wave,,United Kingdom of Great Britain and Northern Ireland (the),
1997,Extreme temperature ,Cold wave,,United Kingdom of Great Britain and Northern Ireland (the),
2005,Extreme temperature ,Cold wave,,United Kingdom of Great Britain and Northern Ireland (the),"Avon, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cornwall, Devonshire, Dorsetshire, East Sussex, Essex, Gloucestershire, Greater London, Hampshire, Hertfordshire, Isle of Wight, Kent, Norfolkshire, Northamptonshire, Oxfordshire, Somersetshire, Suffolk, Surrey, West Sussex, Wiltshire districts (England province)"
2009,Extreme temperature ,Cold wave,,United Kingdom of Great Britain and Northern Ireland (the),"Penzance area (Cornwall district, England province), Cumbria, Greater London, Greater Manchest, Kent districts (England province), Strathclyde, Lothian, Grampian districts (Scotland province)"
2010,Extreme temperature ,Cold wave,,United Kingdom of Great Britain and Northern Ireland (the),Highland district (Scotland province)
2003,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),"England, Wales provinces"
2013,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),"England, Wales provinces"
2018,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),
2019,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),"Cornwall, Manchester"
2019,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),
2020,Extreme temperature ,Heat wave,,United Kingdom of Great Britain and Northern Ireland (the),
2005,Extreme temperature ,Severe winter conditions,,United Kingdom of Great Britain and Northern Ireland (the),"Cleveland, Durham, Northumberland, Tyne and Wear, West Midlands districts (England province), Scotland province"
1951,Extreme temperature ,Cold wave,,United States of America (the),Tennessee
1958,Extreme temperature ,Cold wave,,United States of America (the),East
1963,Extreme temperature ,Cold wave,,United States of America (the),
1977,Extreme temperature ,Cold wave,,United States of America (the),East
1989,Extreme temperature ,Cold wave,,United States of America (the),
1990,Extreme temperature ,Cold wave,,United States of America (the),"Washington, Ohio, Illinois, Indiana"
1995,Extreme temperature ,Cold wave,,United States of America (the),"Atlanta, Detroit, Philadelphia, Chicago, Milwaukee"
2004,Extreme temperature ,Cold wave,,United States of America (the),"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces"
2009,Extreme temperature ,Cold wave,,United States of America (the),"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces"
2014,Extreme temperature ,Cold wave,,United States of America (the),"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces"
1936,Extreme temperature ,Heat wave,,United States of America (the),Illinois
1951,Extreme temperature ,Heat wave,,United States of America (the),
1955,Extreme temperature ,Heat wave,,United States of America (the),Los Angeles
1966,Extreme temperature ,Heat wave,,United States of America (the),Illinois state
1966,Extreme temperature ,Heat wave,,United States of America (the),"St Louis, Missouri"
1972,Extreme temperature ,Heat wave,,United States of America (the),New York
1973,Extreme temperature ,Heat wave,,United States of America (the),New York
1980,Extreme temperature ,Heat wave,,United States of America (the),"Kansas City, Missouri, St Louis, Missouri, Memphis, Tennessee"
1983,Extreme temperature ,Heat wave,,United States of America (the),
1986,Extreme temperature ,Heat wave,,United States of America (the),"Carolina, Alabama, Georgia, Virginia, Maryland"
1987,Extreme temperature ,Heat wave,,United States of America (the),
1990,Extreme temperature ,Heat wave,,United States of America (the),"Californie, Arizona, Colorado"
1993,Extreme temperature ,Heat wave,,United States of America (the),Boston (Washigton)
1995,Extreme temperature ,Heat wave,,United States of America (the),"Missouri, Oklahoma, Ilinois, Wisconsin, Iowa, New-York, Chicago, Washington (Dc)"
1998,Extreme temperature ,Heat wave,,United States of America (the),"Arizona, Florida, Colorado, Texas, Oklahoma, LA"
1999,Extreme temperature ,Heat wave,,United States of America (the),"Illinois, Missouri, Wisconsin, Ohio, Sth.Carolina, Ohlahoma, Kentucky, Indiana, Tennessee, Nth.Carolina, Kansas, Georgia, Arkansas, Maryland, Nebraska, N-York, Pennsylvania, Louisiana, Michigan, Minnesota, Alabama"
2000,Extreme temperature ,Heat wave,,United States of America (the),"Texas, Louisiana, Alabama provinces"
2001,Extreme temperature ,Heat wave,,United States of America (the),"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces"
2002,Extreme temperature ,Heat wave,,United States of America (the),Arizona province
2005,Extreme temperature ,Heat wave,,United States of America (the),"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces"
2006,Extreme temperature ,Heat wave,,United States of America (the),"Modesto city (Stanislaus district, California province)"
2006,Extreme temperature ,Heat wave,,United States of America (the),New York province
2011,Extreme temperature ,Heat wave,,United States of America (the),"New York, Washington, Texas, Ohio, Maine, Iowa, Illinois, Minnesota, Nebraska, Wisconsin, South Dakota provinces"
2012,Extreme temperature ,Heat wave,,United States of America (the),"District of Columbia, Iowa, Virginia, North Carolina provinces"
2021,Extreme temperature ,Heat wave,,United States of America (the),"Oregon, Washington, Northern California, Idaho, Western Nevada"
2008,Extreme temperature ,Severe winter conditions,,United States of America (the),"Maine, Massachusetts, New Hampshire, New York, Vermont provinces"
2013,Extreme temperature ,Severe winter conditions,,United States of America (the),"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces"
2000,Extreme temperature ,Cold wave,,Uruguay,"Paysandu, Maldonado provinces"
2004,Extreme temperature ,Cold wave,,Uruguay,Montevideo province
2010,Extreme temperature ,Cold wave,,Uruguay,"Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Maldonado, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano, Tacuarembo, Treinta Y Tres provinces"
2007,Extreme temperature ,Severe winter conditions,,Uruguay,"Canelones, Colonia, Flores, Florida, Lavalleja, Maldonado, Montevideo, Rocha, San Jose, Soriano provinces"
1988,Extreme temperature ,Heat wave,,Yugoslavia,Belgrade (Serbia)
